"AQI Value","CO AQI Value","Ozone AQI Value","NO2 AQI Value","PM2.5 AQI Value","lat","lng"
31,0,28,0,31,-20.0184,57.5802
38,1,23,3,38,50.65,3.025
41,1,41,0,30,40.3412,-76.4228
41,1,41,0,30,36.204,-86.3481
41,1,41,0,30,39.4254,-84.2133
41,1,41,0,30,44.5317,-122.9071
41,1,41,0,30,40.0324,-86.4551
41,1,41,0,30,37.6717,-92.6603
41,1,41,0,30,43.6353,-72.2531
38,1,30,4,38,36.9194,-6.0781
32,1,32,2,30,51.0333,6.9833
31,0,31,0,28,57.1333,35.4833
35,1,35,4,32,40.8099,-96.6784
35,1,35,4,32,53.2283,-0.5389
35,1,35,4,32,38.8774,-121.2937
35,1,35,4,32,-34.85,-61.5167
35,1,35,4,32,43.13,-79.43
35,1,35,4,32,41.9171,-71.4505
35,1,35,4,32,40.1508,-89.372
61,2,40,6,61,38.8158,-77.1543
35,0,22,0,35,-9.9969,39.7144
57,1,44,5,57,55.8834,-3.5157
57,1,44,5,57,40.7855,-74.3291
57,1,44,5,57,37.3875,-120.7248
72,1,28,3,72,34.8115,-106.7803
74,1,17,2,74,25.7835,-108.9937
54,1,23,0,54,16.85,120.3833
54,1,23,0,54,18.3311,121.3725
54,1,23,0,54,16.9667,121.7333
41,1,37,0,41,43.6769,4.1353
55,1,39,0,55,45.3603,23.2383
82,2,9,30,82,41.8119,-87.8191
36,1,32,3,36,50.85,5.6833
57,1,26,1,57,14.4333,121.4167
58,2,1,5,58,14.2,121.4333
58,2,1,5,58,20.9092,-103.9803
58,2,1,5,58,-35.0833,-57.5167
58,2,1,5,58,-13.2606,-64.0528
36,0,36,0,12,58.85,32.2333
53,2,24,1,53,27.28,95.68
47,1,33,0,47,41.9975,43.5986
56,0,32,1,56,53.0874,-2.2478
185,7,24,13,185,60.1167,24.4167
146,2,21,0,146,12.8833,-14.95
32,0,32,0,27,54.2,16.1833
120,1,34,1,120,42.8833,74.85
53,2,42,5,53,33.45,129.9667
24,1,24,0,11,59.7667,59.9833
91,2,29,1,91,-4.5911,15.1703
48,2,48,3,42,33.5333,130.4667
224,2,141,1,224,32.2919,72.2736
154,1,35,0,154,22.416,74.5683
58,2,24,7,58,36.3406,-82.3806
58,2,24,7,58,42.123,-75.9624
84,2,31,0,84,10.5167,7.4333
30,1,30,3,27,53.8397,9.9603
46,1,14,0,46,12.3833,-5.4667
30,0,28,1,30,50.7917,15.8333
53,1,41,0,53,49.3719,35.4569
34,0,16,0,34,12.0702,99.8667
44,1,44,0,35,40.1905,141.7757
29,1,29,0,17,51.4667,57.3667
135,4,5,31,135,33.9282,-117.9515
46,2,24,12,46,33.5455,-117.7613
60,1,42,6,60,40.7874,-74.1273
32,0,22,0,32,-16.9167,35.2667
34,0,15,0,34,-4.2169,33.1864
29,0,29,1,25,52.6705,-0.7333
27,0,27,2,23,30.4082,-88.7861
30,0,30,3,24,49.6269,-1.6431
83,1,41,0,83,36.9547,45.3881
57,1,42,5,57,38.9656,-76.8775
53,1,32,2,53,44.9955,7.6466
35,1,32,3,35,51.8475,5.8625
60,2,12,18,60,42.0278,-87.8099
60,2,12,18,60,41.1879,-80.7531
60,2,12,18,60,41.8346,-86.2473
58,1,50,2,58,34.8333,137.0667
53,1,20,0,53,-11.6,34.3
28,1,28,3,10,60.4051,24.3959
93,1,33,5,93,45.7333,12.2333
111,1,29,2,111,47.3906,8.6953
85,1,39,1,85,50.3869,30.3581
61,1,27,3,61,48.8303,9.3169
28,1,28,2,21,46.0671,-118.3368
43,1,30,4,43,53.4158,-3.0233
46,1,27,2,46,51.2,8.5167
67,1,24,3,67,36.4247,-99.4058
43,1,29,1,43,56.2833,54.9333
24,1,24,0,5,62.4709,-114.4053
79,3,11,0,79,3.5167,15.05
34,0,34,1,34,52.9833,13.3333
65,1,42,0,65,49.25,30.1
47,1,38,1,47,52.3008,21.1586
38,1,38,1,26,37.1167,-7.65
29,1,20,2,29,42.226,-83.2688
29,1,20,2,29,30.5729,-97.4268
58,1,42,4,58,34.9157,-82.3124
63,1,35,1,63,29.0611,-13.5597
38,0,32,1,38,52.4022,13.2706
27,1,6,0,27,-2.1039,-56.4869
21,0,21,0,19,15.457,99.8959
25,1,6,14,25,-22.0964,-70.2
19,1,15,0,19,41.6638,-83.5827
19,1,15,0,19,10.3833,123.65
19,1,15,0,19,-24.7139,-53.7428
19,1,15,0,19,39.8567,-4.0244
19,1,15,0,19,7.3131,-72.4875
55,0,31,0,55,9.7417,79.0177
40,1,32,2,40,51.0661,3.1014
51,1,47,4,51,35.9115,140.0504
38,1,29,8,38,39.3944,-76.619
53,1,29,3,53,49.7567,6.6414
167,1,38,0,167,23.0743,78.5111
36,1,36,0,16,52.8461,32.6767
34,0,33,0,34,55.5,25.6
60,1,31,1,60,10.4408,78.0978
15,0,15,0,8,-2.6667,141.2833
70,2,14,3,70,4.75,-74.9167
274,16,8,19,274,-26.6736,27.9319
62,1,21,2,62,21.2569,-78.1492
48,1,23,4,48,50.5833,5.85
67,2,48,1,67,26.126,86.605
67,2,48,1,67,25.9469,86.2497
36,1,36,1,36,43.1878,44.9036
120,2,28,10,120,44.9927,10.7494
63,1,23,1,63,14.3944,120.8531
47,1,26,0,47,12.9742,124.0058
48,1,23,4,48,50.6167,5.75
57,2,17,15,57,47.1198,-122.2853
43,1,24,5,43,51.5717,14.3794
39,0,34,1,39,52.005,8.4147
43,1,43,4,32,40.3653,-80.6519
53,1,27,4,53,52.4575,-2.1479
60,1,41,0,60,41.1775,20.6789
33,1,33,1,22,54.8833,38.1
32,0,16,1,32,-4.0989,-38.4958
41,1,15,2,41,-3.4814,-80.2432
89,0,27,0,89,16.0621,76.0586
90,0,24,0,90,16.7,74.47
57,1,49,4,57,35.3039,136.8031
57,1,49,4,57,35.3667,140.3667
56,1,47,1,56,35.9333,36.6333
44,1,16,3,44,-29.5739,-50.79
248,2,149,1,248,32.0714,73.6878
46,1,21,2,46,31.0572,-97.6446
59,1,19,7,59,29.8876,-90.0666
59,1,19,7,59,41.6076,-87.652
30,0,30,1,25,51.7636,-0.2258
30,0,30,1,25,40.2758,-75.2895
30,0,30,1,25,53.58,-1
155,1,43,0,155,24.1341,79.6012
32,1,30,3,32,52.4667,6.0667
51,1,36,5,51,35.2725,139.5861
39,0,39,0,19,56.05,12.7167
162,5,17,15,162,60.1708,24.9375
39,1,29,4,39,51.6998,5.166
39,1,29,4,39,51.0281,3.8
76,2,5,14,76,39.5419,-104.9708
62,2,11,9,62,26.4253,-81.4251
17,0,17,0,11,-7.77,35.69
124,1,58,2,124,41.5581,69.7047
83,2,41,11,83,40.7385,-73.1888
34,1,13,0,34,7.1667,-75.75
37,1,24,3,37,50.9172,3.215
58,1,11,1,58,-20.2689,-50.5458
56,0,32,0,56,55.007,-1.623
28,1,16,2,28,25.6775,-100.2597
28,1,16,2,28,22.7528,-102.5078
28,1,16,2,28,9.9494,-84.0512
28,1,16,2,28,0.38,6.6381
28,1,16,2,28,2.025,-75.7572
28,1,16,2,28,-6.7869,-43.5689
15,0,13,0,15,-25.3833,-51.45
115,1,41,0,115,39.2061,54.5906
33,0,33,1,33,53.4167,11.1833
134,3,134,1,77,40.8523,122.7474
96,0,19,0,96,9.5631,44.0675
31,0,27,0,31,4.3667,-7.7167
39,0,34,1,39,51.9667,8.2331
116,4,7,46,116,33.9147,-118.3476
116,4,7,46,116,40.9579,-74.1582
40,1,40,0,24,47.3139,130.2775
54,1,30,3,54,49.1469,8.22
46,1,46,1,33,43.8883,-91.2075
163,0,23,0,163,12.5186,-70.0358
163,0,23,0,163,17.4833,-62.9833
40,1,23,3,40,48.7333,9.25
60,1,30,2,60,49.2099,17.5308
100,2,18,2,100,6.3667,2.0833
54,1,35,4,54,45.4064,11.8778
57,2,18,0,57,2.4619,31.4983
35,1,20,6,35,26.6348,-80.0969
35,1,20,6,35,33.8017,-116.5382
63,1,26,0,63,7.1544,125.0558
63,1,26,0,63,11.4297,122.9247
329,20,2,18,329,-25.7461,28.1881
38,0,28,2,38,53.15,12.1833
37,1,37,0,26,54.8833,37.2167
52,1,15,5,52,9.9667,-84.8333
50,4,32,0,50,14.3984,121.0364
64,1,30,4,64,42.2506,-71.0187
64,1,30,4,64,39.9336,-91.3799
24,0,24,2,10,-32.7615,151.7441
66,1,24,15,66,37.5025,-122.2253
157,1,37,0,157,23.63,79.08
39,1,25,1,39,46.5333,6.5833
47,1,1,4,47,-19.3258,-41.255
35,1,35,2,24,35.6308,-117.6622
31,0,30,1,31,53.1861,8.758
53,1,40,4,53,45.0261,-93.3332
32,1,24,3,32,45.9421,-0.9588
32,1,24,3,32,50.1667,5.2167
51,1,33,5,51,38.7672,-76.8266
29,1,29,0,15,66.5,25.7333
64,1,40,3,64,45.3833,9.15
55,2,9,0,55,8.55,-0.5167
66,1,19,1,66,-32.9978,17.9456
35,1,24,3,35,41.9761,2.7881
48,1,16,2,48,25.4231,-100.9919
63,2,7,3,63,7.7525,-73.3892
60,1,40,3,60,45.3833,11.0333
94,3,4,14,94,9.8943,-84.0837
65,2,19,3,65,14.795,-90.1922
36,1,30,1,36,50.6833,21.75
43,1,37,3,43,41.4468,-82.7024
67,2,26,11,67,35.2904,-81.5451
240,6,156,9,240,29.35,78.58
48,1,48,3,22,36.0191,139.6769
31,1,31,1,28,56.85,41.3667
154,1,38,0,154,24.1,77.7
25,1,11,0,25,13.7347,-84.7783
500,1,40,1,500,29.697,75.2388
50,1,40,4,50,44.7545,-93.3632
52,2,5,1,52,9.6167,-0.8333
31,0,31,1,26,49.2833,6.8167
73,1,17,7,73,35.2418,-91.7351
34,1,20,3,34,40.9481,-4.1183
34,1,20,3,34,7.0781,-74.7017
72,2,23,8,72,45.1333,7.7667
46,1,46,0,23,34.7772,135.5622
78,2,43,2,78,3.0722,101.5167
175,1,39,0,175,23.28,81.35
156,4,156,8,152,31.1667,121.4667
43,1,43,0,18,36.3894,139.0633
26,1,26,3,22,53.833,-1.777
56,1,6,4,56,-3.6739,-40.2389
68,1,37,4,68,45.5583,8.9477
128,1,30,0,128,19.27,76.78
21,0,21,0,10,-33.133,148.176
50,1,14,7,50,40.2372,-3.7742
53,1,11,3,53,-3.3269,-79.8049
50,1,16,5,50,51.43,-3.17
57,2,4,6,57,-26.7689,-48.6458
47,1,47,1,28,43.9167,12.9
31,0,31,1,25,49.8056,8.6044
103,0,27,0,103,17.98,74.43
85,0,22,0,85,18.0127,-66.6212
67,1,15,0,67,-17.3572,-63.3906
94,3,0,8,94,-22.42,-44.29
34,0,28,2,34,51.3667,10.8667
35,0,22,0,35,14.2306,100.0389
20,0,16,8,20,40.1101,-111.6405
103,1,19,3,103,17.9959,-76.9551
93,3,10,29,93,33.8003,-117.9935
42,1,25,2,42,47.8514,9.0114
130,4,27,9,130,23.901,106.6194
130,4,27,9,130,45.6148,122.832
130,4,27,9,130,41.7957,81.8715
63,2,32,0,63,-3.3167,17.3667
50,1,40,1,50,41.0095,-81.6037
50,1,40,1,50,-25.7861,31.0531
49,1,21,12,49,53.3333,83.75
64,1,64,0,52,40.6167,14.9833
56,1,36,2,56,41.4851,-81.9317
55,1,37,2,55,41.4759,-81.503
55,1,37,2,55,39.9286,-74.2022
43,1,43,1,37,40.2736,-96.7455
77,1,54,0,77,45.0167,7.5833
43,1,43,0,31,22.9328,-82.3869
63,1,49,0,63,47.64,6.85
138,3,14,24,138,33.888,-118.1271
61,1,52,0,61,48.2025,22.6375
173,2,29,5,173,19.1,77.9667
36,0,23,0,36,-21.725,-43.0589
44,1,38,1,44,43.6364,1.3906
51,1,30,2,51,45.1696,-93.2077
66,1,58,0,66,48.2667,10.8167
59,2,20,0,59,-2.1667,16.2333
23,1,11,0,23,0.1333,117.5
79,2,15,11,79,43.3603,76.8578
60,1,21,0,60,4.1833,19.9
74,1,21,1,74,-22.8858,-48.445
58,1,38,0,58,47.0844,2.3964
54,1,43,0,54,46.7165,11.6579
58,1,35,4,58,41.7403,-87.8067
162,1,33,0,162,13.2667,-16.65
51,1,46,0,51,52.45,10.0083
51,1,46,0,51,47.05,7.6167
87,1,63,0,87,45.45,11.9333
71,1,25,1,71,4.3333,-75.8333
71,1,71,0,56,40.95,14.3
74,1,74,0,36,43.9333,10.3
27,1,6,0,27,2.6867,-75.3256
20,0,20,0,18,-13.0369,-46.7719
86,1,60,0,86,45.5667,11.9333
22,0,19,0,22,-1.1958,-47.1808
22,0,19,0,22,-25.6719,-53.8089
30,1,30,3,28,43.2167,-8.6833
120,2,30,6,120,14.4861,121.2289
60,1,42,0,60,46.1833,6.1333
80,1,14,9,80,32.9069,-111.7624
53,1,39,1,53,42.5195,-92.4536
80,1,80,0,40,43.5478,11.0411
71,1,7,1,71,35.8511,71.7889
72,2,22,3,72,14.7333,102.1667
49,1,34,4,49,38.7499,-76.9063
49,1,34,4,49,32.354,-90.3403
49,1,34,4,49,41.8435,-90.2412
49,1,34,4,49,41.1395,-112.0656
49,1,34,4,49,42.4119,-71.6888
49,1,34,4,49,40.6315,-74.8553
49,1,34,4,49,41.298,-72.53
49,1,34,4,49,36.0981,-84.1283
49,1,34,4,49,38.3716,-93.7679
49,1,34,4,49,35.5069,-98.9706
32,1,32,1,32,51.8062,-0.1932
117,3,18,24,117,34.0883,-118.3719
46,1,24,3,46,29.9058,-90.1434
71,2,22,12,71,49.025,-122.8028
28,1,23,0,28,5.35,-0.625
55,0,20,0,55,4.12,43.8878
67,2,29,7,67,34.8669,138.3247
40,1,40,2,22,56.8356,60.6128
153,4,14,48,153,24.4168,120.683
68,1,23,3,68,18.6833,-99.1833
72,1,72,0,42,41.8333,12.8333
160,2,18,22,160,40.8108,114.8811
59,1,20,7,59,42.4603,-87.8511
62,1,52,0,62,49.45,10.95
61,1,28,0,61,12.25,-0.6167
17,0,17,0,16,6.0667,-8.1333
67,1,19,4,67,47.9731,2.7703
45,1,45,0,36,36.0243,32.8026
164,7,39,22,164,39.62,125.66
38,1,38,1,31,47.6595,33.717
49,1,7,0,49,-3.4539,-44.78
40,1,40,1,37,43.1833,44.3167
53,2,39,7,53,41.7167,12.6667
33,0,31,1,33,52.7941,-6.1649
75,1,35,5,75,42.85,13.5833
151,1,30,2,151,46.9511,4.2986
124,4,5,33,124,34.1386,-117.9124
68,1,36,3,68,49.9667,8.95
34,0,34,1,20,52.3214,8.34
62,1,38,2,62,50.8683,9.7075
49,0,22,0,49,17.3333,96.4833
49,0,22,0,49,10.5388,122.8384
52,1,8,3,52,-19.5189,-41.0158
81,0,23,0,81,15.4082,73.9813
89,1,36,1,89,5.7167,120.9
47,1,22,0,47,10.9,122.7
34,1,22,5,34,55.9024,-3.6431
57,1,26,0,57,13.3578,123.3678
57,1,26,0,57,13.6,124.3
53,1,23,1,53,14.1833,121.2833
33,1,23,4,33,55.816,-4.026
59,2,20,1,59,40.6266,-75.3679
59,2,20,1,59,42.5856,-73.8219
59,2,20,1,59,31.7031,35.1956
59,2,20,1,59,-28.224,28.311
62,3,16,0,62,4.3313,18.5163
45,1,45,0,28,35.8967,14.4625
37,2,15,0,37,11.9817,18.2125
60,1,17,11,60,53.748,-2.482
43,1,32,2,43,49.5722,0.4725
69,2,27,10,69,44.8833,11.4167
22,0,22,0,3,-20.0102,148.2416
76,3,16,3,76,-28.7,26.4667
55,1,16,3,55,-21.7539,-41.3239
37,1,12,1,37,13.9311,121.4233
37,1,12,1,37,18.1835,-91.0463
37,1,12,1,37,3.4,-76.3833
37,1,12,1,37,15.6333,119.9333
37,1,12,1,37,28.3547,-16.371
37,1,12,1,37,22.7439,-82.9581
37,1,12,1,37,18.4042,-66.2175
37,1,12,1,37,10.4592,-74.8806
37,1,12,1,37,13.75,-88.95
60,1,25,1,60,15.9608,121.0631
101,3,5,38,101,33.8374,-118.2559
76,1,34,5,76,45.1778,9.65
73,1,33,3,73,37.5,15.0903
40,1,23,0,40,5.8808,-10.0467
65,2,20,0,65,-2.5,28.8667
29,1,21,2,29,38.0497,-1.6706
23,0,14,1,23,-6.89,-38.5619
49,1,45,1,49,40.6667,15.1
21,0,21,1,9,28.0996,-16.6809
21,0,21,1,9,45.7569,8.56
58,1,14,0,58,25.5514,84.6603
65,1,36,3,65,45.5167,11.3333
33,1,33,1,25,37.2229,-3.6899
53,2,27,9,53,41.4333,2.2333
50,1,26,0,50,6.9847,81.0564
40,1,30,1,40,37.9833,-3.4667
143,3,143,8,90,33.3153,44.3661
64,1,48,2,64,44.4167,11.9833
35,1,31,1,35,55.15,37.45
46,1,30,0,46,54.1605,74.82
47,1,29,3,47,44.9358,-91.3902
60,1,36,0,60,-7.3281,108.3336
182,3,182,3,145,-6.0027,106.0112
56,1,46,1,56,43.3,13.7333
57,1,10,1,57,13.4842,-86.5817
92,2,10,13,92,25.5886,-80.3862
92,3,20,19,92,40.5748,-74.4152
50,2,32,9,50,42.455,14.1399
50,1,15,9,50,53.2694,-1.3484
35,1,33,0,35,54.1,35.35
154,1,21,1,154,13.4167,-16.7
101,3,12,26,101,41.7877,-87.8146
101,3,12,26,101,40.7154,-74.3647
101,3,12,26,101,47.1694,-122.3628
124,3,2,11,124,14.6464,-90.7339
45,1,21,0,45,10.7458,125.0122
52,1,30,0,52,20.7803,-102.91
67,1,60,0,67,48.6333,8.0667
180,6,45,11,180,27.18,77.77
74,1,34,0,74,41.4647,47.74
154,1,31,3,154,20.7,77
157,2,22,4,157,21.1,77.06
119,2,38,5,119,26.0251,78.797
37,1,37,1,35,56.116,-3.793
54,1,47,0,54,50.985,12.4333
85,2,19,19,85,34.7333,135.4
23,0,22,0,23,-13.03,-39.605
32,0,23,0,32,-41.8667,-73.8333
15,1,15,0,14,-14.8762,47.9834
22,0,22,0,13,-11.3328,-38.9669
69,1,69,0,42,44.4042,8.6806
38,1,38,1,12,55.4889,60.8758
66,1,19,1,66,4.53,-75.68
66,1,19,1,66,13.75,-89.5
62,1,11,5,62,13.3139,76.2369
52,1,23,7,52,39.832,-105.151
169,1,32,0,169,20.5167,-13.05
47,1,38,1,47,50.4097,2.8328
55,1,27,0,55,-20.9178,-49.445
24,0,24,0,16,-9.5769,-36.305
54,1,46,0,54,51.0833,7.5333
40,1,40,0,27,52.3333,21.1
46,1,41,1,46,42.3494,-71.5468
46,1,41,1,46,41.6337,-73.9904
76,1,76,0,37,43.8667,10.3333
70,1,50,1,70,36.7371,-88.6447
22,0,15,0,22,-3.85,35.55
150,1,65,0,150,21.4225,39.8233
58,1,36,3,58,41.6893,-81.3362
49,1,37,2,49,51,3.75
69,1,55,0,69,49.1203,6.1778
21,0,20,0,21,-11.4289,-40.595
32,1,24,3,32,53.7,91.6833
65,1,65,0,63,44.6458,10.9257
51,1,39,1,51,51.4592,6.6197
83,1,54,0,83,45.7753,12.0389
85,2,23,6,85,25.6667,-100.3
85,2,23,6,85,4.8783,-72.8972
26,0,26,0,22,-34.8836,-56.1819
35,1,25,0,35,50.3933,-105.5519
23,0,23,0,20,-5.1069,-38.3728
56,1,42,0,56,44.9803,25.6444
43,1,32,3,43,37.1325,-121.6419
85,1,43,0,85,18.56,-74.2579
28,0,28,0,28,-18.0858,-39.5508
58,1,20,0,58,-16.0258,35.5081
54,1,54,0,50,37.5794,13.7525
46,1,38,1,46,41.2928,141.1836
74,2,12,4,74,17.3043,102.1964
68,1,27,1,68,13.5333,-87.4833
72,1,20,1,72,10.2167,123.75
72,1,20,1,72,7.7978,122.6944
112,2,38,4,112,13.3214,79.5856
54,2,23,14,54,26.5917,127.9775
112,1,39,0,112,19.38,-69.85
61,1,61,0,56,50.1333,8.15
37,1,37,0,24,54.0875,18.7972
79,1,21,0,79,15.7833,-87.4667
66,2,14,13,66,33.4928,-117.1315
44,1,27,0,44,19.1833,-102.85
384,3,25,6,384,19.7856,-98.5517
34,1,34,1,28,25.67,-80.4482
97,3,7,15,97,35.4192,137.1832
29,0,21,2,29,30.0951,-95.6194
48,1,48,1,42,39.9895,-74.1654
51,1,45,0,51,44.8069,25.0839
52,1,45,2,52,40.9039,-74.2214
39,1,34,1,39,42.6671,-71.7115
36,1,36,0,29,52.4,6.7833
80,1,20,6,80,32.1541,-110.8787
43,0,17,0,43,9.0575,-62.0452
34,1,34,1,31,43.9333,42.5167
154,3,46,2,154,32.916,75.1419
29,1,29,0,12,57.8833,35
39,1,39,0,30,52.2333,4.8333
44,1,28,0,44,19.4208,-102.0628
50,1,25,0,50,-3.4,29.15
14,1,13,0,14,-28.5119,-50.9339
23,1,21,1,23,-39.8139,-73.2458
23,1,21,1,23,7.1636,-75.4392
23,1,21,1,23,7.289,-75.398
86,1,86,0,24,30.8502,-83.2788
89,2,23,3,89,-22.9706,-46.9958
63,1,28,0,63,41.4783,-87.0506
37,0,37,0,25,23.1394,-81.2861
74,1,73,0,74,40.3333,17.9667
76,1,67,0,76,45.7,16.0667
42,1,21,0,42,-19.6919,-43.9228
73,1,73,0,56,40.6667,14.4333
73,2,30,6,73,35.1739,138.9068
48,1,48,0,20,45.35,42.85
73,1,42,0,73,49.756,16.4683
40,1,40,0,30,53.1667,48.4667
57,1,57,0,27,36.4572,9.2483
39,1,24,0,39,6.7358,-1.6081
70,1,31,3,70,21.35,-98.2333
81,1,81,1,13,28.1493,-82.7623
39,1,9,1,39,20.7836,97.0354
224,5,18,19,224,30.0419,72.3528
150,2,37,6,150,16.05,79.75
68,2,11,16,68,33.1896,-117.2386
38,1,38,0,19,56.25,42.1667
49,1,37,2,49,51.1097,4.0847
56,1,45,1,56,50.25,4.4167
70,1,50,0,70,48.7305,13.6011
38,0,38,0,30,52.3,5.05
72,1,44,1,72,48.7919,2.3636
35,1,21,0,35,-5.0567,39.7281
102,3,23,21,102,34.1449,-117.8467
82,1,61,0,82,45.25,10.6667
59,1,57,0,59,49.9889,9.1864
33,0,33,0,27,51.4415,0.3685
51,1,39,1,51,51.3363,6.3408
37,1,37,0,36,53.2167,6.5667
37,1,37,0,36,5.8,-55.4667
32,1,32,0,14,-19.5658,18.1036
77,1,55,0,77,45.068,7.5776
43,1,43,0,22,53.2531,14.4875
36,0,36,0,16,37.3,-3.1333
167,8,32,23,167,31.6189,113.8229
55,1,23,0,55,14.8539,-90.0686
162,7,25,22,162,34.4545,105.2064
175,6,35,15,175,32.1567,74.19
34,1,34,0,21,54.5833,22.2
54,1,43,1,54,51.1667,7
58,1,37,4,58,41.5732,-87.6899
37,0,37,0,32,52.6667,4.8333
53,1,37,1,53,50.9081,4.6706
86,2,18,19,86,35.7454,139.4265
57,0,28,0,57,19.6883,-155.0863
71,2,32,9,71,34.8167,134.6833
58,1,47,0,58,49.9217,4.0839
53,1,24,2,53,14.2817,77.1742
161,7,56,22,161,38.0605,112.6701
43,1,38,1,43,51.2833,4.05
73,2,9,1,73,-21.3,47.6333
41,1,22,2,41,51.208,-4.12
65,1,55,0,65,47.7822,7.3481
46,1,46,0,45,46.4258,21.8369
40,1,38,1,40,50.9208,3.2533
57,2,20,21,57,26.1236,127.6658
21,0,20,0,21,-24.6925,-48.0022
67,0,42,0,67,28.5,53.5606
54,1,47,0,54,50.9272,11.5861
132,3,9,14,132,-6.5333,110.6667
35,1,35,0,22,55.0722,24.2806
22,0,22,0,12,-9.4306,-40.5028
101,2,40,2,101,-6.05,26.9167
25,0,25,0,22,34.7333,135.5833
25,0,25,0,22,-18.34,29.9
110,3,16,3,110,0.3333,35.1667
74,1,29,15,74,35.8676,139.9758
39,1,39,1,11,55.9,60.7667
33,1,22,0,33,8.1333,-5.1
34,1,34,0,12,64.95,34.5833
35,1,32,2,35,36.7248,-120.0625
47,1,21,4,47,38.9081,141.5699
34,1,34,0,2,62.2583,24.7083
60,2,31,11,60,39.7157,-86.0871
75,2,74,0,75,34.602,105.918
23,1,10,0,23,-22.1089,-56.5208
20,1,11,0,20,-32.6333,-62.6833
37,1,37,1,16,49.7956,30.1167
53,2,21,0,53,10.6111,12.195
50,1,24,5,50,48.4119,9.785
54,1,35,4,54,39.0124,-94.2721
15,0,10,0,15,2.8194,-60.6714
49,1,20,8,49,50.466,-4.718
47,1,13,11,47,35.8407,-114.9257
50,1,42,5,50,38.9549,-76.7406
45,1,9,1,45,-3.6839,-42.75
111,1,44,0,111,56.7667,43.2333
78,1,11,2,78,15.6136,-87.9511
82,1,43,1,82,49.9511,15.7956
37,1,37,1,29,49.0833,32.6667
30,1,2,0,30,-11.0333,-68.7333
135,1,22,3,135,32.8913,-97.1486
57,1,25,5,57,50.4578,4.3756
106,2,32,7,106,45.1333,10.0333
50,1,42,2,50,48.2603,11.4342
41,1,27,0,41,14.1142,122.9564
25,1,25,0,24,-17.7319,-39.2658
66,3,14,0,66,4.94,15.87
111,2,19,7,111,43.7725,7.1933
37,1,12,1,37,-21.1378,-48.9728
38,1,38,3,31,41.5667,13.3333
27,0,13,1,27,-6.6069,-39.0619
27,0,13,1,27,-7.7219,-39.2389
84,1,26,4,84,29.9438,-89.966
134,0,44,0,134,30.921,66.4597
61,2,47,6,61,35.2083,-80.8303
61,2,47,6,61,42.5662,-84.8304
51,1,31,0,51,54.3594,48.845
143,1,17,4,143,12.6297,-87.1283
129,3,2,12,129,14.5233,-90.7667
45,1,27,0,45,54.5364,52.7975
31,0,31,0,16,-33.3272,115.6369
40,1,38,6,40,38.7773,-77.2633
54,1,14,3,54,10.0331,-69.2633
71,1,15,2,71,-25.4589,-49.5278
71,1,15,2,71,-26.8,-60.8333
62,1,37,1,62,48.5058,8.3711
39,2,39,0,29,47.6018,126.0819
46,1,14,0,46,7.0123,-7.4864
54,1,32,0,54,44.7725,17.1925
50,1,35,1,50,53,15.2
55,2,25,12,55,38.9866,-77.1188
59,1,40,5,59,51.6628,9.3725
57,2,10,4,57,-22.9239,-45.4617
34,0,27,1,34,39.9161,-8.6281
34,0,27,1,34,-6.77,-37.8019
29,1,29,1,16,48.1141,-123.4565
28,0,27,2,28,51.698,-0.183
38,1,23,3,38,50.7797,3.04
33,1,33,2,30,51.6586,6.6178
90,2,8,15,90,25.8571,-80.2367
40,1,18,7,40,28.0694,-80.6736
68,0,38,0,68,52.3342,-6.4575
53,2,29,11,53,40.0752,-80.6951
53,2,29,11,53,42.1308,-87.924
41,0,22,0,41,15.6565,101.1072
33,1,33,2,32,51.2631,6.5492
62,1,36,3,62,35.7311,-77.9284
59,0,31,0,59,55.7742,-3.9183
49,1,46,3,49,42.4869,-71.1543
46,1,46,2,35,42.2705,-71.8079
46,1,46,2,35,52.1911,-2.2206
46,1,46,2,35,-33.645,19.4436
46,1,46,2,35,40.1899,-75.3522
60,1,6,0,60,4.565,28.375
154,4,0,14,154,18.8833,-98.865
50,1,22,5,50,48.7171,2.4881
54,1,27,0,54,-7.8014,110.3644
16,1,13,1,16,15.1333,-87.1333
35,1,28,2,35,38.4167,-6.4167
57,0,27,0,57,7.2111,79.8386
59,1,45,0,59,41.4839,22.0892
33,1,32,2,33,50.8831,6.4667
29,1,29,0,28,58.0667,60.7167
43,2,23,11,43,35.2659,-118.9159
358,28,0,36,358,-33.2833,-70.9
358,28,0,36,358,-15.3636,-70.3656
30,0,30,0,10,46.616,11.1449
33,1,33,2,32,62.4167,25.95
38,1,33,0,38,43.9642,4.86
40,1,27,5,40,52.1667,4.5333
45,2,19,11,45,36.2949,-119.7983
110,4,16,9,110,-12.06,-77.0375
110,4,16,9,110,40.741,-84.112
110,4,16,9,110,-23.9,-56.3333
32,1,31,1,32,47.5458,9.6833
32,0,32,0,21,43.4214,-4.7564
165,10,21,4,165,-3.5242,23.5964
85,3,17,30,85,33.7933,-118.3175
57,1,14,2,57,9.2419,-75.816
175,9,83,25,175,22.7645,111.5745
175,9,83,25,175,30.9793,104.28
65,1,29,4,65,37.4003,-79.1909
48,1,36,0,48,56.6483,23.7139
120,2,120,3,86,36.2481,119.9625
